Width,StartX,StartY,EndX,EndY,FamilyType
0.4000000002042725,4428.3247967237485,740.8986013411906,4431.324796915066,740.8986013411906,400x500mm
0.1999999999999318,4428.206939581009,737.134315626815,4431.006939581581,737.134315626815,199x400mm
0.39999999999997726,4430.341463358578,735.3152680053236,4431.241463549852,735.3152680053236,399x400mm
0.20000000000004547,4428.356939581579,735.2628870529426,4430.45693958105,735.2628870529426,200x400mm
0.1999999999998181,4429.449796724322,735.3486013386569,4429.449796724322,737.0486013411007,199x400mm
0.3999999999987267,4430.624796723794,732.508601307869,4430.624796723794,735.148601338657,399x450mm
0.4000000333753633,4428.524796723759,732.5086013245557,4430.324796915054,732.5086013245557,400x400mm
0.40000000004147296,4428.32479672378,732.3086013411037,4428.32479672378,733.0986013413847,400x400mm
0.20000000000254659,4428.224796724322,733.9736013401308,4428.224796724322,737.4236013399953,200x400mm
0.20000000000254659,4428.2105110100365,737.1021727689797,4428.2105110100365,739.9521727700458,200x400mm
0.20000000000004547,4423.739082438576,737.7843156269586,4427.7390824386175,737.7843156269586,200x400mm
0.3999999999969077,4424.124796724309,740.8986013412424,4428.124796723774,740.8986013412424,399x550mm
0.2000000000006139,4425.724796724326,736.6486013412044,4428.124796724327,736.6486013412044,200x400mm
0.2000000000007276,4425.224796724326,736.748601341272,4425.224796724326,737.6986013412477,200x400mm
0.1999999999989086,4425.2247967243065,733.5986013410716,4425.2247967243065,736.5486013412813,199x400mm
0.2000000000007276,4424.015705815188,736.5780738031406,4424.015705815188,740.3283040502349,200x400mm
0.2000000000006139,4421.609796724325,736.6686013412043,4425.109796724312,736.6686013412043,200x400mm
0.20000000000004547,4422.774796724321,737.7986013412443,4423.924796724279,737.7986013412443,200x400mm
0.1999999999999318,4422.774796724321,739.0986023231978,4423.924796724279,739.0986023231978,199x400mm
0.2000000000007276,4422.682489032012,736.5120631065167,4422.682489032012,740.2620631058828,200x400mm
0.39999999999668034,4422.77479672379,740.8986013412425,4423.924796724334,740.8986013412425,399x400mm
0.39999999999668034,4420.474796724313,740.8986013412425,4422.574796723817,740.8986013412425,399x400mm
0.20000000000015916,4420.474796724322,737.9486013412443,4422.574796724321,737.9486013412443,200x400mm
0.20000000000084128,4417.939795915658,736.6686013412043,4421.4397970709,736.6686013412043,200x400mm
0.1999999999998181,4420.367104416631,736.5120631064631,4420.367104416631,740.2620631059842,199x400mm
0.1999999999999318,4419.124796724282,739.0986023231978,4420.274796724323,739.0986023231978,199x400mm
0.20000000000004547,4419.124796724282,737.7986013412443,4420.274796724323,737.7986013412443,200x400mm
0.1999999999998181,4419.033887633373,736.5781470637367,4419.033887633373,740.328147063243,199x400mm
0.39999999999668034,4419.124796724313,740.8986013412426,4420.274796724338,740.8986013412426,399x400mm
0.3999999999963393,4414.923582133077,740.8986013412427,4418.924796724337,740.8986013412427,399x550mm
0.3999999999961119,4411.72479677199,740.8986013412461,4414.723582133103,740.8986013412461,399x500mm
0.2000000000016371,4414.839082438606,737.102172769781,4414.839082438606,739.9521727695242,200x400mm
0.20000000000004547,4415.310511010047,737.7843156269586,4419.310511010007,737.7843156269586,200x400mm
0.20000000000004547,4419.124796724282,737.7986013412443,4420.274796724323,737.7986013412443,200x400mm
0.1999999999998181,4417.824796724328,736.7486013412044,4417.824796724328,737.6986013412477,199x400mm
0.2000000000343789,4425.224796724326,733.0986013410711,4425.224796724326,733.5986013410852,200x400mm
0.1999999999999318,4422.774796724321,739.0986023231978,4423.924796724277,739.0986023231978,199x400mm
0.20000000000004547,4422.774796724321,737.7986013412443,4423.924796724277,737.7986013412443,200x400mm
0.2000000000361979,4421.524796724327,733.0986013406108,4421.524796724327,733.5986013406247,200x400mm
0.1999999999998181,4417.844796493287,733.8936013409187,4417.844796493287,736.8436013412469,199x400mm
0.20000000000084128,4414.924796724318,736.6486013412043,4417.324795569132,736.6486013412043,200x400mm
0.2000000000016371,4414.824796724321,733.5986013412346,4414.824796724321,737.0486013411003,200x400mm
0.1999999999999318,4411.979918183447,737.1686013411005,4414.778703592162,737.1686013411005,199x400mm
0.2000000000016371,4413.599796724322,735.348601338657,4413.599796724322,737.0486013411006,200x400mm
0.20000000000004547,4412.62479672432,735.248601338657,4414.72479672432,735.248601338657,200x400mm
0.40000000048712536,4412.424796724443,732.5086013069917,4412.424796724443,735.5486013420675,400x500mm
0.4000000476562491,4411.7247967481635,735.6486012935604,4411.7247967481635,737.898601293567,400x400mm
0.40000003239106263,4412.719796895737,732.5086013245558,4414.524796724516,732.5086013245558,400x400mm
0.400000047753565,4414.684796743365,732.3090926942261,4414.684796743365,733.1001099882626,400x400mm
0.3999999999998636,4414.92479672429,733.2986013408911,4417.724796724338,733.2986013408911,399x450mm
0.3999999999998636,4417.924796724308,733.2986013408911,4421.424796724337,733.2986013408911,399x500mm
0.2000000000007276,4421.524796724322,733.5986013406111,4421.524796724322,736.1486013406479,200x400mm
0.3999999999998636,4421.62479672431,733.2986013408911,4425.124796724337,733.2986013408911,399x500mm
0.3999999999998636,4425.32479672431,733.2986013408911,4428.124796723809,733.2986013408911,399x450mm
0.40000019074159354,4431.324796819682,735.6486012935534,4431.324796819682,737.8986012935738,400x400mm
0.40000019074159354,4431.324796819682,738.398601293567,4431.324796819682,740.5986013412578,400x400mm
0.3999999999841748,4411.724796772003,738.3986012935604,4411.724796772003,740.5986022949251,399x400mm
